"No.","Time","Source","Destination","Protocol","Length","Info"
"1108","10.761011","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1109","10.801541","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1110","10.834769","192.168.43.42","192.168.43.45","UDP","53","2390  >  2399 Len=11"
"1111","10.841778","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1112","10.841780","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1113","10.853361","192.168.43.45","31.13.66.51","TCP","78","[TCP Retransmission] 60232  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1124885752 TSecr=0 SACK_PERM"
"1114","10.853583","192.168.43.45","8.8.8.8","DNS","75","Standard query 0x2c80 A mail.google.com"
"1115","10.853711","192.168.43.45","8.8.8.8","DNS","76","Standard query 0x86f5 A beacons.gvt2.com"
"1116","10.853816","192.168.43.45","8.8.8.8","DNS","77","Standard query 0xc8fb A beacons5.gvt2.com"
"1117","10.881138","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1118","10.921320","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1119","10.921600","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1120","10.940842","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1121","10.960745","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1122","11.000930","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1123","11.040826","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1124","11.040828","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1125","11.081054","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1126","11.096612","192.168.43.45","31.13.88.61","TCP","78","[TCP Retransmission] 60233  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1141776162 TSecr=0 SACK_PERM"
"1127","11.120826","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1128","11.141019","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1129","11.161008","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1130","11.200786","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1131","11.241076","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1132","11.241081","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1133","11.241581","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1134","11.281419","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1135","11.320937","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1136","11.340865","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1137","11.360719","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1138","11.400964","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1139","11.440751","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1140","11.440754","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1141","11.480604","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1142","11.521023","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1143","11.536675","192.168.43.45","8.8.8.8","DNS","75","Standard query 0xaa18 A chat.google.com"
"1144","11.536781","192.168.43.45","8.8.8.8","DNS","75","Standard query 0xca2f HTTPS chat.google.com"
"1145","11.541002","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1146","11.541417","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1147","11.561438","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1148","11.600726","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1149","11.640764","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1150","11.640766","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1151","11.680808","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1152","11.725698","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1153","11.740723","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1154","11.760724","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1155","11.800888","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1156","11.834885","192.168.43.42","192.168.43.45","UDP","53","2390  >  2399 Len=11"
"1157","11.841968","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1158","11.841970","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1159","11.842336","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1160","11.873678","192.168.43.45","8.8.8.8","DNS","76","Standard query 0x0eb7 A alive.github.com"
"1161","11.880694","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1162","11.920758","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1163","11.941446","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1164","11.960809","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1165","12.000603","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1166","12.041097","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1167","12.041100","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1168","12.081335","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1169","12.120767","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1170","12.140764","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1171","12.141081","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1172","12.160759","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1173","12.201054","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1174","12.241811","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1175","12.241814","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1176","12.280790","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1177","12.320778","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1178","12.340687","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1179","12.360791","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1180","12.400995","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1181","12.440948","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1182","12.440951","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1183","12.441643","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1184","12.480916","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1185","12.520848","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1186","12.543366","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1187","12.550406","192.168.43.45","8.8.8.8","DNS","75","Standard query 0x1e5c A chat.google.com"
"1188","12.550578","192.168.43.45","8.8.8.8","DNS","75","Standard query 0xe342 HTTPS chat.google.com"
"1189","12.560928","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1190","12.600809","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1191","12.642281","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1192","12.642283","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1193","12.681053","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1194","12.720771","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1195","12.740725","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1196","12.760691","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1197","12.761198","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1198","12.800911","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1199","12.834817","192.168.43.42","192.168.43.45","UDP","53","2390  >  2399 Len=11"
"1200","12.840770","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1201","12.843697","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1202","12.880901","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1203","12.920889","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1204","12.940991","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1205","12.961154","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1206","13.000687","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1207","13.040803","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1208","13.040805","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1209","13.041231","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1210","13.080712","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1211","13.120823","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1212","13.140632","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1213","13.160757","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1214","13.200973","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1215","13.240860","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1216","13.242580","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1217","13.281124","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1218","13.299996","192.168.43.45","8.8.8.8","DNS","83","Standard query 0x8ec7 A g-fallback.whatsapp.net"
"1219","13.322409","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1220","13.340878","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1221","13.362536","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1222","13.363038","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1223","13.403446","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1224","13.441308","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1225","13.441311","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1226","13.481063","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1227","13.520851","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1228","13.540609","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1229","13.560953","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1230","13.600762","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1231","13.640861","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1232","13.642566","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1233","13.680674","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1234","13.681199","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1235","13.689981","192.168.43.45","192.168.43.42","UDP","58","2399  >  2390 Len=16"
"1236","13.690010","192.168.43.45","192.168.43.42","UDP","46","2399  >  2390 Len=4"
"1237","13.721054","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1238","13.721134","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1239","13.740675","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1240","13.740751","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1241","13.760635","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1242","13.760712","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1243","13.801006","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1244","13.801083","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1245","13.815598","192.168.43.45","31.13.65.50","TCP","78","60234  >  5222 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2292143421 TSecr=0 SACK_PERM"
"1246","13.834589","192.168.43.42","192.168.43.45","UDP","53","2390  >  2399 Len=11"
"1247","13.834679","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1248","13.841259","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1249","13.841261","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1250","13.841301","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1251","13.841325","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1252","13.880677","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1253","13.880791","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1254","13.920663","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1255","13.920810","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1256","13.940813","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1257","13.940872","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1258","13.960790","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1259","13.960840","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1260","14.000781","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1261","14.000875","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1262","14.016849","192.168.43.45","8.8.8.8","DNS","75","Standard query 0xa1dc A play.google.com"
"1263","14.040729","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1264","14.040731","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1265","14.040892","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1266","14.040941","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1267","14.074705","192.168.43.45","31.13.71.50","TCP","78","60235  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2860829278 TSecr=0 SACK_PERM"
"1268","14.080791","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1269","14.080947","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1270","14.120627","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1271","14.120765","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1272","14.140783","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1273","14.140900","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1274","14.160522","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1275","14.160582","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1276","14.200744","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1277","14.200802","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1278","14.240617","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1279","14.240621","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1280","14.240737","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1281","14.240770","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1282","14.280962","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1283","14.281116","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1284","14.320939","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1285","14.321121","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1286","14.340960","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1287","14.341140","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1288","14.360613","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1289","14.360797","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1290","14.402575","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1291","14.402722","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1292","14.440866","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1293","14.441045","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1294","14.442203","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1295","14.442228","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1296","14.480639","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1297","14.480816","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1298","14.520858","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1299","14.521049","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1300","14.540670","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1301","14.540763","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1302","14.560626","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1303","14.560713","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1304","14.600839","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1305","14.600946","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1306","14.640989","192.168.43.42","192.168.43.45","UDP","67","2390  >  2399 Len=25"
"1307","14.640992","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1308","14.641171","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1309","14.641231","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1310","14.680783","192.168.43.42","192.168.43.45","UDP","72","2390  >  2399 Len=30"
"1311","14.680925","192.168.43.45","192.168.43.42","ICMP","70","Destination unreachable (Port unreachable)"
"1312","14.858777","192.168.43.45","31.13.65.50","TCP","78","[TCP Retransmission] 60234  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2292144464 TSecr=0 SACK_PERM"
"1313","15.080056","192.168.43.45","31.13.71.50","TCP","78","[TCP Retransmission] 60235  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2860830284 TSecr=0 SACK_PERM"
"1314","15.863323","192.168.43.45","31.13.65.50","TCP","78","[TCP Retransmission] 60234  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2292145469 TSecr=0 SACK_PERM"
"1315","16.072113","192.168.43.45","8.8.8.8","DNS","76","Standard query 0x0eb7 A alive.github.com"
"1316","16.072263","192.168.43.45","8.8.8.8","DNS","74","Standard query 0x8fdc A api.github.com"
"1317","16.085629","192.168.43.45","31.13.71.50","TCP","78","[TCP Retransmission] 60235  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2860831289 TSecr=0 SACK_PERM"
"1318","16.868901","192.168.43.45","31.13.65.50","TCP","78","[TCP Retransmission] 60234  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2292146474 TSecr=0 SACK_PERM"
"1319","17.016576","192.168.43.45","8.8.8.8","DNS","74","Standard query 0x4276 HTTPS gdmf.apple.com"
"1320","17.016704","192.168.43.45","8.8.8.8","DNS","74","Standard query 0x0298 A gdmf.apple.com"
"1321","17.091089","192.168.43.45","31.13.71.50","TCP","78","[TCP Retransmission] 60235  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2860832295 TSecr=0 SACK_PERM"
"1322","17.487456","192.168.43.45","8.8.8.8","DNS","74","Standard query 0x7fb2 A api2.cursor.sh"
"1323","17.870163","192.168.43.45","31.13.65.50","TCP","78","[TCP Retransmission] 60234  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2292147476 TSecr=0 SACK_PERM"
"1324","18.092304","192.168.43.45","31.13.71.50","TCP","78","[TCP Retransmission] 60235  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2860833296 TSecr=0 SACK_PERM"
"1325","18.333960","192.168.43.45","8.8.8.8","DNS","70","Standard query 0x2245 A dns.google"
"1326","18.530232","192.168.43.45","8.8.8.8","DNS","74","Standard query 0x7fb2 A api2.cursor.sh"
"1327","18.744381","fe80::430:851c:c2e8:86ea","ff02::1:ff4f:16c0","ICMPv6","86","Neighbor Solicitation for fe80::14d9:f9b1:584f:16c0 from aa:21:b1:aa:5f:64"
"1328","18.744844","fe80::430:851c:c2e8:86ea","ff02::1:ffff:d72e","ICMPv6","86","Neighbor Solicitation for fe80::1cf0:ff3d:b6ff:d72e from aa:21:b1:aa:5f:64"
"1329","18.744974","192.168.43.45","192.168.29.15","UDP","46","3722  >  3722 Len=4"
"1330","18.745014","192.168.43.45","192.168.29.15","UDP","46","3722  >  3722 Len=4"
"1331","18.798942","192.168.43.45","8.8.8.8","DNS","76","Standard query 0x9ab3 A mtalk.google.com"
"1332","18.874463","192.168.43.45","31.13.65.50","TCP","78","[TCP Retransmission] 60234  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2292148480 TSecr=0 SACK_PERM"
"1333","19.097779","192.168.43.45","31.13.71.50","TCP","78","[TCP Retransmission] 60235  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2860834301 TSecr=0 SACK_PERM"
"1334","19.334073","192.168.43.45","8.8.8.8","DNS","76","Standard query 0xe02d A repo42.cursor.sh"
